FifaIndex,short_name,competition,club,games_played,goals,assists,minutes
4,L. Messi,LaLiga,FC Barcelona,7,1,0,75
4,L. Messi,Champions League,FC Barcelona,1,0,0,90
4,L. Messi,Copa del Rey,FC Barcelona,1,0,0,73
5,L. Messi,Champions League,FC Barcelona,6,1,2,322
5,L. Messi,LaLiga,FC Barcelona,17,6,2,912
5,L. Messi,Copa del Rey,FC Barcelona,2,1,1,180
6,L. Messi,LaLiga,FC Barcelona,26,14,2,"2,001"
6,L. Messi,Copa del Rey,FC Barcelona,2,2,1,166
6,L. Messi,Champions League,FC Barcelona,5,1,0,385
6,L. Messi,UEFA Super Cup,FC Barcelona,1,0,0,90
6,L. Messi,Supercopa,FC Barcelona,2,0,0,121
7,L. Messi,LaLiga,FC Barcelona,28,10,14,2003
7,L. Messi,Champions League,FC Barcelona,9,6,2,726
7,L. Messi,Copa del Rey,FC Barcelona,3,0,0,225
8,L. Messi,Champions League,FC Barcelona,12,9,5,927
8,L. Messi,Copa del Rey,FC Barcelona,8,6,1,450
8,L. Messi,LaLiga,FC Barcelona,31,23,13,"2,513"
9,L. Messi,LaLiga,FC Barcelona,35,34,11,"2,840"
9,L. Messi,Champions League,FC Barcelona,11,8,0,986
9,L. Messi,Copa del Rey,FC Barcelona,3,1,0,209
9,L. Messi,FIFA Club World Cup,FC Barcelona,2,2,0,157
9,L. Messi,UEFA Super Cup,FC Barcelona,1,0,1,120
9,L. Messi,Supercopa,FC Barcelona,1,2,0,90
10,L. Messi,Champions League,FC Barcelona,13,12,4,"1,048"
10,L. Messi,LaLiga,FC Barcelona,33,31,19,"2,861"
10,L. Messi,Copa del Rey,FC Barcelona,7,7,2,542
10,L. Messi,Supercopa,FC Barcelona,2,3,0,128
11,L. Messi,Copa del Rey,FC Barcelona,7,3,4,512
11,L. Messi,LaLiga,FC Barcelona,37,50,20,"3,269"
11,L. Messi,Champions League,FC Barcelona,11,14,6,990
11,L. Messi,FIFA Club World Cup,FC Barcelona,2,2,1,180
11,L. Messi,UEFA Super Cup,FC Barcelona,1,1,1,90
11,L. Messi,Supercopa,FC Barcelona,2,3,2,180
12,L. Messi,LaLiga,FC Barcelona,32,46,13,"2,626"
12,L. Messi,Champions League,FC Barcelona,11,8,3,821
12,L. Messi,Copa del Rey,FC Barcelona,5,4,1,443
12,L. Messi,Supercopa,FC Barcelona,2,2,0,180
13,L. Messi,LaLiga,FC Barcelona,31,28,13,"2,501"
13,L. Messi,Copa del Rey,FC Barcelona,6,5,3,476
13,L. Messi,Champions League,FC Barcelona,7,8,0,630
13,L. Messi,Supercopa,FC Barcelona,2,0,0,135
14,L. Messi,Champions League,FC Barcelona,13,10,6,"1,146"
14,L. Messi,Copa del Rey,FC Barcelona,6,5,4,540
14,L. Messi,LaLiga,FC Barcelona,38,43,21,"3,374"
15,L. Messi,Copa del Rey,FC Barcelona,5,5,6,480
15,L. Messi,LaLiga,FC Barcelona,33,26,16,"2,729"
15,L. Messi,Champions League,FC Barcelona,7,6,1,630
15,L. Messi,FIFA Club World Cup,FC Barcelona,1,1,0,90
15,L. Messi,Supercopa,FC Barcelona,2,1,0,180
15,L. Messi,UEFA Super Cup,FC Barcelona,1,2,1,120
16,L. Messi,Copa del Rey,FC Barcelona,7,5,4,630
16,L. Messi,LaLiga,FC Barcelona,34,37,12,"2,832"
16,L. Messi,Champions League,FC Barcelona,9,11,2,810
16,L. Messi,Supercopa,FC Barcelona,2,1,2,180
17,L. Messi,LaLiga,FC Barcelona,36,34,14,"2,996"
17,L. Messi,Copa del Rey,FC Barcelona,6,4,4,509
17,L. Messi,Champions League,FC Barcelona,10,6,2,783
17,L. Messi,Supercopa,FC Barcelona,2,1,0,180
18,L. Messi,Copa del Rey,FC Barcelona,5,3,3,387
18,L. Messi,LaLiga,FC Barcelona,34,36,14,"2,709"
18,L. Messi,Champions League,FC Barcelona,10,12,3,837
18,L. Messi,Supercopa,FC Barcelona,1,0,2,90
19,L. Messi,Champions League,FC Barcelona,8,3,4,661
19,L. Messi,LaLiga,FC Barcelona,33,25,2,"2,879"
19,L. Messi,Copa del Rey,FC Barcelona,2,2,1,180
19,L. Messi,Supercopa,FC Barcelona,1,1,0,90
20,L. Messi,LaLiga,FC Barcelona,35,30,11,"3,022"
20,L. Messi,Copa del Rey,FC Barcelona,5,3,1,510
20,L. Messi,Champions League,FC Barcelona,6,5,2,540
20,L. Messi,Supercopa,FC Barcelona,1,0,0,120
7,Kim Tae-yoon,K League 1,Seongnam Football Club,3,0,0,0
8,Kim Tae-yoon,K League 1,Gwangju Sangmu,28,0,0,0
9,Kim Tae-yoon,K League 1,Gwangju Sangmu,20,0,0,0
9,Kim Tae-yoon,K League 1,Seongnam Ilhwa,2,0,0,0
10,Kim Tae-yoon,K League 1,Seongnam Ilhwa,10,0,0,0
11,Kim Tae-yoon,K League 1,Seongnam Ilhwa,33,0,0,0
21,D. Buonanotte,Primera Division,CD Universidad Católica,8,1,0,240
21,D. Buonanotte,Libertadores,CD Universidad Católica,3,0,0,88
20,D. Buonanotte,Supercopa de Chile,CD Universidad Católica,0,0,0,0
20,D. Buonanotte,Primera Division,CD Universidad Católica,24,0,8,"1,341"
20,D. Buonanotte,Copa Sudamericana,CD Universidad Católica,4,1,1,191
20,D. Buonanotte,Libertadores,CD Universidad Católica,3,0,0,43
19,D. Buonanotte,Primera Division,CD Universidad Católica,21,2,0,929
19,D. Buonanotte,Copa Sudamericana,CD Universidad Católica,2,0,0,125
19,D. Buonanotte,Libertadores,CD Universidad Católica,2,0,0,40
19,D. Buonanotte,Supercopa de Chile,CD Universidad Católica,1,1,1,16
18,D. Buonanotte,Primera Division,CD Universidad Católica,26,7,2,"2,284"
17,D. Buonanotte,Torneo Transición,CD Universidad Católica,10,4,1,894
17,D. Buonanotte,Supercopa de Chile,CD Universidad Católica,1,0,0,90
16,D. Buonanotte,Primera Division,CD Universidad Católica,14,3,3,"1,076"
17,D. Buonanotte,Libertadores,CD Universidad Católica,6,1,4,540
16,D. Buonanotte,Primera Division,CD Universidad Católica,13,8,3,951
16,D. Buonanotte,Supercopa de Chile,CD Universidad Católica,1,0,1,84
16,D. Buonanotte,Copa Sudamericana,CD Universidad Católica,2,0,1,180
15,D. Buonanotte,SL play-off,AEK Athens,3,0,0,135
15,D. Buonanotte,Kypello Elladas,AEK Athens,8,5,0,524
15,D. Buonanotte,Super League,AEK Athens,24,6,0,"1,059"
14,D. Buonanotte,Primera Division,Quilmes Atlético Club,12,1,0,786
14,D. Buonanotte,Liga MX Clausura,CF Pachuca,2,0,0,165
14,D. Buonanotte,Liguilla Apertura,CF Pachuca,2,0,0,58
14,D. Buonanotte,Liga MX Apertura,CF Pachuca,9,0,1,401
14,D. Buonanotte,CONCACAF CL,CF Pachuca,1,1,1,68
13,D. Buonanotte,LaLiga,Granada CF.,24,0,1,"1,037"
13,D. Buonanotte,Copa del Rey,Granada CF.,1,0,0,55
12,D. Buonanotte,LaLiga,Granada CF.,15,1,1,589
12,D. Buonanotte,Copa del Rey,Málaga CF,5,2,2,427
12,D. Buonanotte,LaLiga,Málaga CF,9,1,3,247
12,D. Buonanotte,Champions League,Málaga CF,2,1,1,180
12,D. Buonanotte,CL qual,Málaga CF,1,0,0,20
11,D. Buonanotte,LaLiga,Málaga CF,10,0,0,363
11,D. Buonanotte,Copa del Rey,Málaga CF,4,1,0,91
10,D. Buonanotte,Torneo Final,Club Atlético River Plate,11,0,1,434
10,D. Buonanotte,Torneo Inicial,Club Atlético River Plate,15,2,1,782
9,D. Buonanotte,Torneo Final,Club Atlético River Plate,5,1,0,156
9,D. Buonanotte,Torneo Inicial,Club Atlético River Plate,18,8,4,"1,512"
9,D. Buonanotte,Copa Sudamericana,Club Atlético River Plate,2,0,0,180
8,D. Buonanotte,Torneo Final,Club Atlético River Plate,17,2,2,"1,264"
9,D. Buonanotte,Libertadores,Club Atlético River Plate,3,1,0,173
8,D. Buonanotte,Torneo Inicial,Club Atlético River Plate,13,1,0,931
8,D. Buonanotte,Copa Sudamericana,Club Atlético River Plate,4,0,1,321
7,D. Buonanotte,Torneo Final,Club Atlético River Plate,17,9,2,"1,186"
8,D. Buonanotte,Libertadores,Club Atlético River Plate,6,0,1,296
7,D. Buonanotte,Torneo Inicial,Club Atlético River Plate,8,2,1,521
7,D. Buonanotte,Copa Sudamericana,Club Atlético River Plate,2,0,0,93
5,D. Buonanotte,Torneo Final,Club Atlético River Plate,1,0,0,8
21,De Marcos,LaLiga,Athletic Bilbao,1,0,0,52
20,De Marcos,LaLiga,Athletic Bilbao,25,1,2,"1,518"
20,De Marcos,Copa del Rey,Athletic Bilbao,4,0,0,405
20,De Marcos,Supercopa,Athletic Bilbao,2,1,0,210
19,De Marcos,Copa del Rey,Athletic Bilbao,1,0,0,90
19,De Marcos,LaLiga,Athletic Bilbao,13,0,2,538
18,De Marcos,LaLiga,Athletic Bilbao,30,1,2,"2,427"
18,De Marcos,Copa del Rey,Athletic Bilbao,4,0,1,223
17,De Marcos,LaLiga,Athletic Bilbao,21,1,4,"1,663"
17,De Marcos,Europe League,Athletic Bilbao,4,0,0,360
17,De Marcos,Europa League Quali,Athletic Bilbao,3,1,1,270
16,De Marcos,LaLiga,Athletic Bilbao,27,1,4,"2,149"
16,De Marcos,Europe League,Athletic Bilbao,5,0,0,439
15,De Marcos,LaLiga,Athletic Bilbao,34,1,3,"2,886"
15,De Marcos,Europe League,Athletic Bilbao,9,0,1,777
15,De Marcos,Copa del Rey,Athletic Bilbao,5,1,0,363
15,De Marcos,Europa League Quali,Athletic Bilbao,4,0,1,278
15,De Marcos,Supercopa,Athletic Bilbao,2,0,0,180
14,De Marcos,LaLiga,Athletic Bilbao,35,1,4,"2,951"
14,De Marcos,Copa del Rey,Athletic Bilbao,7,0,1,611
14,De Marcos,Europe League,Athletic Bilbao,2,1,0,180
14,De Marcos,Champions League,Athletic Bilbao,6,0,0,494
14,De Marcos,CL qual,Athletic Bilbao,2,0,1,180
13,De Marcos,LaLiga,Athletic Bilbao,35,5,2,"1,959"
13,De Marcos,Copa del Rey,Athletic Bilbao,4,0,0,203
12,De Marcos,LaLiga,Athletic Bilbao,36,6,2,"3,139"
12,De Marcos,Copa del Rey,Athletic Bilbao,2,0,0,175
12,De Marcos,Europe League,Athletic Bilbao,6,1,3,495
12,De Marcos,Europa League Quali,Athletic Bilbao,2,0,0,180
11,De Marcos,Copa del Rey,Athletic Bilbao,8,1,4,630
11,De Marcos,LaLiga,Athletic Bilbao,34,4,5,"2,919"
11,De Marcos,Europe League,Athletic Bilbao,14,4,4,"1,227"
10,De Marcos,LaLiga,Athletic Bilbao,13,0,3,533
10,De Marcos,Copa del Rey,Athletic Bilbao,2,0,0,32
9,De Marcos,LaLiga,Athletic Bilbao,19,1,0,903
9,De Marcos,2ª B - Group I,Athletic Bilbao,1,0,0,90
9,De Marcos,Europe League,Athletic Bilbao,5,0,0,222
9,De Marcos,Copa del Rey,Athletic Bilbao,1,0,0,54
9,De Marcos,Europa League Quali,Athletic Bilbao,3,1,0,239
9,De Marcos,Supercopa,Athletic Bilbao,1,1,0,60
8,De Marcos,LaLiga2,Deportivo Alavés,20,3,0,953
20,M. Pugh,League One,,8,1,3,450
20,M. Pugh,FA Cup,,2,0,1,210
19,M. Pugh,Championship,,27,2,3,"1,162"
19,M. Pugh,FA Cup,,2,0,0,180
19,M. Pugh,EFL Cup,,2,0,1,135
18,M. Pugh,Championship,,14,3,1,819
18,M. Pugh,FA Cup,,1,1,0,90
18,M. Pugh,EFL Cup,,2,0,1,111
18,M. Pugh,Premier League,,0,0,0,0
17,M. Pugh,Premier League,,20,0,0,981
17,M. Pugh,FA Cup,,2,0,1,134
17,M. Pugh,EFL Cup,,3,1,1,237
16,M. Pugh,Premier League,,21,2,3,"1,332"
16,M. Pugh,FA Cup,,1,0,0,90
16,M. Pugh,EFL Cup,,1,0,0,29
15,M. Pugh,Premier League,,26,3,3,"1,333"
15,M. Pugh,FA Cup,,2,1,0,118
15,M. Pugh,League Cup,,2,1,0,129
14,M. Pugh,Championship,,42,9,6,"2,988"
14,M. Pugh,League Cup,,2,0,1,160
13,M. Pugh,Championship,,42,5,3,"2,845"
13,M. Pugh,FA Cup,,2,0,0,145
13,M. Pugh,League Cup,,1,0,0,83
12,M. Pugh,League One,,40,6,10,"3,364"
12,M. Pugh,FA Cup,,4,2,0,326
12,M. Pugh,EFL Trophy,,1,0,0,35
12,M. Pugh,League Cup,,1,0,0,120
11,M. Pugh,League One,,42,8,6,"3,732"
11,M. Pugh,FA Cup,,2,0,1,180
11,M. Pugh,EFL Trophy,,3,3,2,270
11,M. Pugh,League Cup,,2,1,2,180
10,M. Pugh,League One Playoffs,,2,0,1,56
10,M. Pugh,League One,,41,12,11,"3,491"
10,M. Pugh,FA Cup,,2,1,0,171
10,M. Pugh,League Cup,,1,0,0,90
9,M. Pugh,League Two,,40,13,7,"3,474"
9,M. Pugh,FA Cup,,2,0,0,92
9,M. Pugh,League Cup,,1,0,0,105
8,M. Pugh,League One,,9,1,0,655
8,M. Pugh,League Two,,7,0,0,108
8,M. Pugh,FA Cup,,0,0,0,0
8,M. Pugh,League Two,,4,0,0,271
7,M. Pugh,League Two,,37,4,7,"2,491"
7,M. Pugh,League Cup,,0,0,0,0
6,M. Pugh,League Two,,35,3,2,"2,511"
6,M. Pugh,FA Cup,,2,0,0,180
6,M. Pugh,League Cup,,1,0,0,25
5,M. Pugh,League Two,,6,1,0,319
5,M. Pugh,Championship,,0,0,0,0
3,M. Pugh,First Division,,0,0,0,0
21,L. Deaux,Ligue 2,,3,0,0,224
20,L. Deaux,Ligue 1,,25,1,2,"1,753"
19,L. Deaux,Ligue 1,,17,2,1,"1,338"
19,L. Deaux,Coupe de France,,1,0,1,99
19,L. Deaux,Ligue 2,,4,1,0,360
18,L. Deaux,Ligue 1,,18,3,1,"1,196"
18,L. Deaux,Coupe de France,,2,0,0,105
18,L. Deaux,Coupe de la Ligue,,1,0,0,90
17,L. Deaux,Ligue 1,,26,2,1,"1,952"
17,L. Deaux,Coupe de France,,2,0,0,180
17,L. Deaux,Coupe de la Ligue,,0,0,0,0
16,L. Deaux,Ligue 1,,38,2,5,"3,078"
16,L. Deaux,Coupe de France,,5,0,1,396
16,L. Deaux,Coupe de la Ligue,,2,0,0,192
15,L. Deaux,JPL Playoff I.,,1,0,0,65
15,L. Deaux,Jupiler Pro League,,4,0,1,223
15,L. Deaux,Champions League,,0,0,0,0
15,L. Deaux,Beker van Belgie,,0,0,0,0
15,L. Deaux,Ligue 1,,16,0,0,"1,184"
15,L. Deaux,Coupe de la Ligue,,1,0,0,120
14,L. Deaux,Ligue 1,,34,0,0,"2,102"
14,L. Deaux,Coupe de France,,3,1,0,253
14,L. Deaux,Coupe de la Ligue,,3,0,0,300
13,L. Deaux,Ligue 1,,36,1,2,"3,009"
13,L. Deaux,Coupe de la Ligue,,4,0,0,266
13,L. Deaux,Coupe de France,,1,0,0,90
12,L. Deaux,Ligue 2,,33,0,1,"2,512"
12,L. Deaux,Coupe de France,,1,0,0,90
12,L. Deaux,Coupe de la Ligue,,1,0,0,120
11,L. Deaux,Ligue 2,,31,1,1,"2,020"
11,L. Deaux,Coupe de la Ligue,,1,0,0,97
10,L. Deaux,Ligue 2,,31,3,2,"1,527"
10,L. Deaux,Coupe de France,,2,0,0,206
10,L. Deaux,Coupe de la Ligue,,2,0,0,59
9,L. Deaux,Coupe de la Ligue,,1,0,0,90
8,L. Deaux,Ligue 2,,20,3,0,"1,709"
8,L. Deaux,Coupe de la Ligue,,1,0,0,90
7,L. Deaux,Ligue 2,,4,0,0,222
6,L. Deaux,Ligue 2,,2,0,0,73
6,L. Deaux,Coupe de la Ligue,,0,0,0,0
21,L. Suárez,LaLiga,,3,1,0,123
20,L. Suárez,LaLiga,,32,21,3,"2,522"
20,L. Suárez,Champions League,,6,0,0,461
19,L. Suárez,Champions League,,7,5,3,568
19,L. Suárez,LaLiga,,28,16,8,"2,000"
19,L. Suárez,Supercopa,,1,0,1,90
18,L. Suárez,Champions League,,10,1,5,900
18,L. Suárez,LaLiga,,33,19,8,"2,829"
18,L. Suárez,Copa del Rey,,5,3,1,313
18,L. Suárez,Supercopa,,1,0,0,90
17,L. Suárez,LaLiga,,33,25,13,"2,902"
17,L. Suárez,Copa del Rey,,6,5,2,481
17,L. Suárez,Champions League,,10,1,4,884
17,L. Suárez,Supercopa,,2,0,1,180
16,L. Suárez,LaLiga,,35,28,15,"2,862"
16,L. Suárez,Champions League,,9,3,4,810
16,L. Suárez,Copa del Rey,,6,4,1,540
16,L. Suárez,Supercopa,,1,1,0,90
15,L. Suárez,Copa del Rey,,4,5,1,326
15,L. Suárez,LaLiga,,35,40,18,"3,150"
15,L. Suárez,Champions League,,9,8,3,810
15,L. Suárez,FIFA Club World Cup,,2,5,0,180
15,L. Suárez,Supercopa,,2,0,1,180
15,L. Suárez,UEFA Super Cup,,1,1,1,120
14,L. Suárez,Champions League,,10,7,3,827
14,L. Suárez,Copa del Rey,,6,2,4,527
14,L. Suárez,LaLiga,,27,16,16,"2,178"
13,L. Suárez,Premier League,,33,31,17,"2,965"
13,L. Suárez,FA Cup,,3,0,2,194
13,L. Suárez,League Cup,,1,0,0,90
12,L. Suárez,Premier League,,33,23,12,"2,955"
12,L. Suárez,Europe League,,7,4,0,505
12,L. Suárez,FA Cup,,2,2,0,126
12,L. Suárez,League Cup,,1,1,0,44
12,L. Suárez,Europa League Quali,,1,0,2,90
11,L. Suárez,Premier League,,31,11,6,"2,553"
11,L. Suárez,FA Cup,,4,3,0,359
11,L. Suárez,League Cup,,4,3,4,342
10,L. Suárez,Premier League,,13,4,5,"1,101"
10,L. Suárez,Champions League,,5,1,3,450
10,L. Suárez,Eredivisie,,13,7,8,"1,170"
10,L. Suárez,TOTO KNVB beker,,1,1,0,90
10,L. Suárez,CL qual,,4,3,1,360
10,L. Suárez,Johan Cruijff Schaal,,1,0,0,42
9,L. Suárez,TOTO KNVB beker,,6,8,3,446
9,L. Suárez,Eredivisie,,33,35,17,"2,970"
9,L. Suárez,Europe League,,7,2,4,550
9,L. Suárez,Europa League Quali,,2,4,0,135
8,L. Suárez,Eredivisie,,31,22nd,15,"2,703"
8,L. Suárez,UEFA Cup,,10,5,3,893
8,L. Suárez,TOTO KNVB beker,,2,1,1,210
7,L. Suárez,Playoffs Conference League,,4,2,0,306
7,L. Suárez,Eredivisie,,33,17,14,"2,445"
7,L. Suárez,TOTO KNVB beker,,3,2,0,272
7,L. Suárez,UEFA Cup,,2,0,0,132
7,L. Suárez,CL qual,,2,1,0,162
6,L. Suárez,Playoffs Conference League,,4,3,1,360
6,L. Suárez,Eredivisie,,29,10,6,"2,310"
6,L. Suárez,TOTO KNVB beker,,2,1,0,180
6,L. Suárez,UEFA Cup,,2,1,0,79
6,L. Suárez,Libertadores,,3,0,0,116
5,L. Suárez,Libertadores,,1,0,0,15
20,A. Le Fondre,A-League Fin.,,2,1,0,180
20,A. Le Fondre,A-League,,5,3,1,336
21,A. Le Fondre,ISL playoffs,,3,0,0,251
20,A. Le Fondre,Indian Super League,,20,11,1,"1,374"
19,A. Le Fondre,A-League Fin.,,2,1,0,197
19,A. Le Fondre,A-League,,26,21,1,"2,299"
20,A. Le Fondre,AFC Champions League,,2,1,0,180
19,A. Le Fondre,FFA Cup,,1,0,0,90
18,A. Le Fondre,A-League Fin.,,2,2,0,210
19,A. Le Fondre,AFC Champions League,,5,2,0,437
18,A. Le Fondre,A-League,,27,16,1,"2,430"
18,A. Le Fondre,FFA Cup,,3,3,2,300
18,A. Le Fondre,Championship,,1,0,0,10
17,A. Le Fondre,Championship,,35,7,2,"1,685"
17,A. Le Fondre,FA Cup,,1,0,0,90
17,A. Le Fondre,EFL Cup,,2,0,0,107
16,A. Le Fondre,League One,,19,6,1,"1,420"
16,A. Le Fondre,Championship,,12,1,0,370
16,A. Le Fondre,FA Cup,,1,0,0,21
16,A. Le Fondre,Championship,,0,0,0,0
15,A. Le Fondre,Championship,,26,3,4,"1,222"
15,A. Le Fondre,FA Cup,,1,0,0,33
15,A. Le Fondre,League Cup,,3,0,2,143
14,A. Le Fondre,Championship,,17,8,1,"1,414"
14,A. Le Fondre,Championship,,23,3,2,"1,640"
14,A. Le Fondre,FA Cup,,1,0,0,21
14,A. Le Fondre,League Cup,,1,0,0,90
13,A. Le Fondre,Championship,,38,15,2,"2,270"
13,A. Le Fondre,FA Cup,,1,0,0,90
13,A. Le Fondre,League Cup,,1,0,0,90
12,A. Le Fondre,Premier League,,34,12,2,"1,492"
12,A. Le Fondre,FA Cup,,3,2,1,270
12,A. Le Fondre,U21 PL,,2,1,0,180
12,A. Le Fondre,League Cup,,0,0,0,0
11,A. Le Fondre,Championship,,32,12,3,"1,864"
11,A. Le Fondre,FA Cup,,1,0,0,63
11,A. Le Fondre,League Two,,4,4,1,360
11,A. Le Fondre,League Cup,,1,0,1,90
10,A. Le Fondre,League Two,,45,23,5,"3,669"
10,A. Le Fondre,FA Cup,,2,0,0,180
10,A. Le Fondre,League Cup,,1,0,0,90
9,A. Le Fondre,League Two Playoffs,,3,2,0,270
9,A. Le Fondre,League Two,,44,25,5,"3,847"
9,A. Le Fondre,FA Cup,,3,1,0,270
9,A. Le Fondre,League Two,,1,0,0,18
8,A. Le Fondre,League Two Playoffs,,2,0,0,92
8,A. Le Fondre,League Two,,44,17,2,"2,578"
8,A. Le Fondre,FA Cup,,2,3,0,195
8,A. Le Fondre,League Cup,,1,0,0,58
7,A. Le Fondre,League Two Playoffs,,3,0,0,140
7,A. Le Fondre,League Two,,46,15,3,"2,785"
7,A. Le Fondre,League Cup,,2,0,1,61
6,A. Le Fondre,League Two,,21,7,2,"1,270"
6,A. Le Fondre,League Two,,7,4,2,606
6,A. Le Fondre,FA Cup,,2,0,0,65
6,A. Le Fondre,League Cup,,1,0,0,44
5,A. Le Fondre,League Two,,22,7,1,620
5,A. Le Fondre,FA Cup,,0,0,0,0
5,A. Le Fondre,League Cup,,1,1,0,120
4,A. Le Fondre,League One,,20,4,0,"1,148"
3,A. Le Fondre,Second Division,,0,0,0,0
20,G. Sigurðsson,Premier League,,36,6,5,"2,253"
20,G. Sigurðsson,FA Cup,,4,1,3,354
20,G. Sigurðsson,EFL Cup,,4,1,2,360
19,G. Sigurðsson,Premier League,,35,2,3,"2,563"
19,G. Sigurðsson,FA Cup,,1,0,0,63
19,G. Sigurðsson,EFL Cup,,2,1,0,104
18,G. Sigurðsson,Premier League,,38,13,6,"3,134"
18,G. Sigurðsson,FA Cup,,2,0,1,170
18,G. Sigurðsson,EFL Cup,,1,1,0,66
17,G. Sigurðsson,Premier League,,27,4,3,"2,262"
17,G. Sigurðsson,FA Cup,,1,1,0,90
17,G. Sigurðsson,Europe League,,4,0,2,303
17,G. Sigurðsson,EFL Cup,,0,0,0,0
17,G. Sigurðsson,Europa League Quali,,1,1,0,90
16,G. Sigurðsson,Premier League,,38,9,13,"3,327"
16,G. Sigurðsson,FA Cup,,1,0,0,90
16,G. Sigurðsson,EFL Cup,,1,1,0,29
15,G. Sigurðsson,Premier League,,36,11,3,"2,916"
15,G. Sigurðsson,League Cup,,1,0,0,90
14,G. Sigurðsson,Premier League,,32,7,10,"2,697"
14,G. Sigurðsson,FA Cup,,1,1,0,90
14,G. Sigurðsson,League Cup,,2,1,0,116
13,G. Sigurðsson,Premier League,,25,5,0,"1,276"
13,G. Sigurðsson,Europe League,,8,0,3,587
13,G. Sigurðsson,League Cup,,2,1,0,210
12,G. Sigurðsson,Premier League,,33,3,4,"1,221"
12,G. Sigurðsson,Europe League,,11,3,1,588
12,G. Sigurðsson,FA Cup,,2,0,0,138
12,G. Sigurðsson,League Cup,,2,1,1,180
11,G. Sigurðsson,Premier League,,18,7,5,"1,498"
11,G. Sigurðsson,FA Cup,,1,0,0,31
11,G. Sigurðsson,DFB Cup,,0,0,0,0
11,G. Sigurðsson,Bundesliga,,7,0,1,577
10,G. Sigurðsson,Bundesliga,,29,9,3,"1,241"
10,G. Sigurðsson,DFB Cup,,3,1,0,269 ​​
10,G. Sigurðsson,Championship,,4,2,1,360
10,G. Sigurðsson,League Cup,,0,0,0,0
9,G. Sigurðsson,Championship,,38,16,7,"2,849"
9,G. Sigurðsson,FA Cup,,5,3,0,510
9,G. Sigurðsson,League Cup,,1,1,1,90
8,G. Sigurðsson,League One,,15,3,0,"1,296"
8,G. Sigurðsson,FA Cup,,1,0,0,12
8,G. Sigurðsson,League Two,,5,1,0,327
8,G. Sigurðsson,League Cup,,2,0,0,56
21,I. Perišić,Series A,,2,0,0,135
20,I. Perišić,Series A,,32,4,5,"1,800"
20,I. Perišić,Coppa Italia,,4,0,0,243
20,I. Perišić,Champions League,,6,1,0,244
19,I. Perišić,Champions League,,10,3,3,423
19,I. Perišić,DFB Cup,,3,1,1,131
19,I. Perišić,Bundesliga,,22,4,6,1202
18,I. Perišić,Series A,,34,8,4,"2,705"
18,I. Perišić,Europe League,,4,1,1,328
18,I. Perišić,Coppa Italia,,1,0,3,67
18,I. Perišić,Champions League,,6,0,0,501
17,I. Perišić,Series A,,37,11,11,"3,317"
17,I. Perišić,Coppa Italia,,2,0,0,172
16,I. Perišić,Series A,,36,11,9,"2,757"
16,I. Perišić,Coppa Italia,,1,0,1,90
16,I. Perišić,Europe League,,5,0,0,195
15,I. Perišić,Series A,,34,7,5,"2,407"
15,I. Perišić,Coppa Italia,,3,2,1,211
15,I. Perišić,Bundesliga,,2,1,0,164
15,I. Perišić,DFB Cup,,1,0,0,63
15,I. Perišić,DFL Supercup,,1,0,0,70
14,I. Perišić,DFB Cup,,2,1,1,143
14,I. Perišić,Bundesliga,,24,5,6,"1,725 ​​"
14,I. Perišić,Europe League,,9,1,2,512
13,I. Perišić,Bundesliga,,33,10,5,"2,197"
13,I. Perišić,DFB Cup,,5,1,2,389
12,I. Perišić,Bundesliga,,11,2,1,540
12,I. Perišić,DFB Cup,,0,0,0,0
12,I. Perišić,DFB Cup,,3,1,0,185
12,I. Perišić,Bundesliga,,14,2,1,505
12,I. Perišić,Champions League,,5,0,0,144
12,I. Perišić,DFL Supercup,,1,0,0,26
11,I. Perišić,DFB Cup,,6,1,3,205
11,I. Perišić,Bundesliga,,28,7,3,956
11,I. Perišić,Champions League,,6,1,0,319
11,I. Perišić,DFL Supercup,,1,0,0,45
10,I. Perišić,JPL Playoff I.,,10,6,2,849
10,I. Perišić,Jupiler Pro League,,27,16,8,"2,181"
10,I. Perišić,Europe League,,6,0,0,487
10,I. Perišić,Beker van Belgie,,1,0,0,90
10,I. Perišić,Europa League Quali,,2,0,0,180
9,I. Perišić,JPL Playoff I.,,10,3,4,891
9,I. Perišić,Jupiler Pro League,,23,6,6,"1,752"
9,I. Perišić,Europe League,,8,4,2,720
9,I. Perišić,Beker van Belgie,,2,0,1,180
8,I. Perišić,Final round Jupiler Pro League,,1,0,0,5
8,I. Perišić,Jupiler Pro League,,17,5,2,"1,422"
8,I. Perišić,Beker van Belgie,,2,3,0,180
8,I. Perišić,Coupe de la Ligue,,0,0,0,0
21,B. Mee,Premier League,,3,0,0,270
21,B. Mee,EFL Cup,,1,0,0,90
20,B. Mee,Premier League,,30,2,0,"2,694"
20,B. Mee,FA Cup,,1,0,0,120
19,B. Mee,Premier League,,32,1,1,"2,880"
19,B. Mee,FA Cup,,0,0,0,0
18,B. Mee,Premier League,,38,0,3,"3,420"
18,B. Mee,FA Cup,,0,0,0,0
18,B. Mee,EFL Cup,,1,0,0,90
18,B. Mee,Europa League Quali,,4,0,0,390
17,B. Mee,Premier League,,29,0,0,"2,610"
17,B. Mee,FA Cup,,1,0,0,90
17,B. Mee,EFL Cup,,0,0,0,0
